/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_11_512.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_11_512.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_11_512.jpg,0,0,0,3.541612
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_11_579.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_11_579.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_11_579.jpg,0,0,0,3.520243
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_11_656.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_11_656.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_11_656.jpg,0,0,0,3.491951
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_11_734.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_11_734.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_11_734.jpg,0,0,0,3.463887
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_11_801.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_11_801.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_11_801.jpg,0,0,0,3.442987
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_11_876.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_11_876.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_11_876.jpg,0,0,0,3.415317
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_11_953.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_11_953.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_11_953.jpg,0,0,0,3.387869
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_12_023.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_12_023.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_12_023.jpg,0,0,0,3.367428
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_12_101.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_12_101.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_12_101.jpg,0,0,0,3.340367
/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/center_2019_01_31_13_56_12_176.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/left_2019_01_31_13_56_12_176.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/bad_curves_22/IMG/right_2019_01_31_13_56_12_176.jpg,0,0,0,3.313524
